chr	start	end	strand	name	id
chr10	73497530	73497831	-	C10orf105	ENST00000398786.2
chr10	73472110	73472411	+	CDH23	ENST00000398792.3
chr10	65225590	65225891	-	JMJD1C	ENST00000399262.6
chr10	75490173	75490474	-	AC022400.3	ENST00000399449.3
chr10	65028896	65029197	-	JMJD1C	ENST00000402544.5
chr10	181173	181474	+	ZMYND11	ENST00000403354.5
chr10	124739743	124740044	+	PSTK	ENST00000406217.6
chr10	103113613	103113914	+	BTRC	ENST00000408038.6
chr10	118608772	118609073	+	ENO4	ENST00000409522.5
chr10	127579196	127579497	-	RNU2-42P	ENST00000410697.1
chr10	16517751	16518052	+	RNU2-18P	ENST00000411224.1
chr10	126849544	126849845	-	CTBP2	ENST00000411419.6
chr10	43187120	43187421	-	LINC01518	ENST00000411439.1
chr10	34952978	34953279	-	RPL37P18	ENST00000411602.1
chr10	19777779	19778080	+	HMGN1P20	ENST00000411849.1
chr10	103578584	103578885	+	KCNIP2-AS1	ENST00000412353.1
chr10	92754126	92754427	+	AL365434.1	ENST00000412362.1
chr10	73848739	73849040	-	SPOCK2	ENST00000412663.5
chr10	29698217	29698518	+	SVIL-AS1	ENST00000413405.5
chr10	103892500	103892801	+	PPRC1	ENST00000413464.6
chr10	89101993	89102294	-	NUTM2A-AS1	ENST00000413722.5
chr10	30723343	30723644	+	MAP3K8	ENST00000413724.5
chr10	120000825	120001126	+	AL354863.1	ENST00000413810.1
chr10	97667569	97667870	-	ENTPD1-AS1	ENST00000414006.1
chr10	38109859	38110160	-	TLK2P2	ENST00000414066.1
chr10	33271218	33271519	+	AL365203.1	ENST00000414157.1
chr10	61513152	61513453	-	MRLN	ENST00000414264.5
chr10	56628831	56629132	-	AC051618.1	ENST00000414295.1
chr10	70259038	70259339	+	RPL26P27	ENST00000414397.1
chr10	89402113	89402414	+	RPS26P38	ENST00000414476.1
chr10	33247073	33247374	-	ITGB1	ENST00000414670.2
chr10	122740162	122740463	-	AC010998.1	ENST00000414774.1
chr10	6625387	6625688	+	PRKCQ-AS1	ENST00000414894.1
chr10	18948116	18948417	-	NSUN6	ENST00000414939.1
chr10	3146665	3146966	+	PFKP	ENST00000415005.5
chr10	30722819	30723120	+	MAP3K8	ENST00000415139.5
chr10	126854995	126855296	+	MRPS21P6	ENST00000415184.1
chr10	15197268	15197569	-	PPIAP30	ENST00000415473.1
chr10	97759949	97760250	-	RPL21P90	ENST00000415692.1
chr10	127584954	127585255	-	DHX32	ENST00000415732.1
chr10	73949448	73949749	+	RPL15P14	ENST00000416278.1
chr10	88727938	88728239	+	ADIRF	ENST00000416348.1
chr10	11047033	11047334	+	CELF2	ENST00000416382.6
chr10	22614335	22614636	+	BMI1	ENST00000416820.5
chr10	6779093	6779394	+	LINP1	ENST00000417112.1
chr10	49701641	49701942	-	ARHGAP22	ENST00000417247.6
chr10	44101648	44101949	-	CAP1P2	ENST00000417455.1
chr10	13628688	13628989	+	PRPF18	ENST00000417658.5
chr10	21463065	21463366	-	NEBL	ENST00000417816.2
chr10	4285930	4286231	-	LINC00702	ENST00000418372.1
chr10	116164188	116164489	-	AFAP1L2	ENST00000419268.1
chr10	118928519	118928820	-	MIR3663HG	ENST00000419373.2
chr10	44274222	44274523	-	AL355989.1	ENST00000419406.1
chr10	28034727	28035028	-	MKX	ENST00000419761.5
chr10	28033464	28033765	+	MKX-AS1	ENST00000419777.1
chr10	9801149	9801450	-	AL157401.1	ENST00000419836.1
chr10	96305296	96305597	+	HELLS	ENST00000419900.5
chr10	54073837	54074138	-	PRKG1-AS1	ENST00000420193.1
chr10	112631940	112632241	-	PDCD4-AS1	ENST00000420367.1
chr10	94969333	94969634	-	XRCC6P1	ENST00000420392.1
chr10	5046001	5046302	-	AKR1C2	ENST00000421196.7
chr10	16790325	16790626	-	AC073367.1	ENST00000421480.2
chr10	1568581	1568882	+	ADARB2-AS1	ENST00000421697.2
chr10	61122169	61122470	-	FAM13C	ENST00000422313.6
chr10	47151349	47151650	-	LINC00842	ENST00000422732.2
chr10	81967215	81967516	+	LINC00857	ENST00000422847.1
chr10	112678864	112679165	-	BBIP1	ENST00000423273.5
chr10	80008314	80008615	+	LINC00595	ENST00000423770.5
chr10	98862262	98862563	+	SLIT1-AS1	ENST00000424428.1
chr10	5652705	5653006	-	AL365356.4	ENST00000425246.1
chr10	119001383	119001684	-	AL731557.1	ENST00000425264.1
chr10	96046753	96047054	-	PLCE1-AS1	ENST00000425267.7
chr10	103880159	103880460	-	LDB1	ENST00000425280.1
chr10	104180347	104180648	+	FBXL15	ENST00000425536.1
chr10	120788977	120789278	+	NANOS1	ENST00000425699.2
chr10	119806254	119806555	+	CASC2	ENST00000426021.5
chr10	122216483	122216784	+	PLPP4	ENST00000427079.5
chr10	95653479	95653780	+	SLC35G1	ENST00000427197.1
chr10	5660073	5660374	-	AL365356.3	ENST00000427341.1
chr10	98031222	98031523	-	BLNK	ENST00000427367.6
chr10	116286626	116286927	-	ABLIM1	ENST00000428430.1
chr10	71923190	71923491	+	CALM2P2	ENST00000428512.1
chr10	26505411	26505712	+	GAD2	ENST00000428517.2
chr10	15073975	15074276	+	OLAH	ENST00000428897.5
chr10	115904310	115904611	-	CCDC186	ENST00000428953.1
chr10	38146417	38146718	+	AL135791.1	ENST00000429214.1
chr10	88427955	88428256	+	LDB3	ENST00000429277.6
chr10	1094772	1095073	-	IDI1	ENST00000429642.1
chr10	42970740	42971041	+	LINC00839	ENST00000429940.6
chr10	112696940	112697241	-	RPL13AP6	ENST00000430133.1
chr10	4720295	4720596	-	LINC00704	ENST00000430998.6
chr10	43476904	43477205	-	LINC01264	ENST00000431395.1
chr10	81838617	81838918	-	TMEM254-AS1	ENST00000432070.2
chr10	93557902	93558203	-	TNKS2-AS1	ENST00000432246.1
chr10	49514447	49514748	+	MAPK8	ENST00000432379.5
chr10	60759135	60759436	+	LINC00844	ENST00000432535.1
chr10	104178695	104178996	+	FBXL15	ENST00000432590.5
chr10	126392502	126392803	+	FAM53B-AS1	ENST00000432699.1
chr10	69455876	69456177	-	CTNNA3	ENST00000433211.6
chr10	88730247	88730548	+	AGAP11	ENST00000433214.2
chr10	21661828	21662129	-	AL158209.1	ENST00000433460.1
chr10	118429363	118429664	+	AC016825.1	ENST00000433600.1
chr10	31996265	31996566	-	AL161935.3	ENST00000433770.1
chr10	14920596	14920897	+	SUV39H2	ENST00000433779.5
chr10	122893186	122893487	-	RPL19P16	ENST00000433839.1
chr10	79542373	79542674	+	AL450306.1	ENST00000434097.2
chr10	51827433	51827734	+	WASHC2A	ENST00000434114.6
chr10	375415	375716	-	DIP2C	ENST00000434695.2
chr10	4448443	4448744	+	LINC00703	ENST00000434902.1
chr10	72554228	72554529	-	RPS26P40	ENST00000435209.1
chr10	106113282	106113583	-	CFAP58-AS1	ENST00000435434.1
chr10	54214981	54215282	-	LINC01468	ENST00000435813.6
chr10	1120072	1120373	+	WDR37	ENST00000436154.1
chr10	94301059	94301360	-	IDE	ENST00000436178.1
chr10	6821309	6821610	+	LINC00707	ENST00000436383.1
chr10	14880050	14880351	+	HSPA14	ENST00000437161.6
chr10	1068355	1068656	+	IDI2-AS1	ENST00000437374.5
chr10	105314738	105315039	+	NEURL1	ENST00000437579.1
chr10	50506774	50507075	-	C10orf71-AS1	ENST00000437677.1
chr10	6130766	6131067	+	RBM17	ENST00000437845.6
chr10	89577819	89578120	+	CFL1P1	ENST00000438248.1
chr10	24527873	24528174	+	KIAA1217	ENST00000438429.5
chr10	180154	180455	+	ZMYND11	ENST00000439456.5
chr10	118032745	118033046	-	GFRA1	ENST00000439649.7
chr10	103578171	103578472	-	MGEA5	ENST00000439817.5
chr10	80827174	80827475	-	ZMIZ1-AS1	ENST00000440151.1
chr10	75006867	75007168	+	DNAJC9-AS1	ENST00000440197.2
chr10	49880418	49880719	-	AC068898.1	ENST00000440750.1
chr10	75182403	75182704	-	RPL26P6	ENST00000440913.1
chr10	31607905	31608206	-	ZEB1-AS1	ENST00000441257.1
chr10	101825100	101825401	-	CPN1	ENST00000441382.1
chr10	73479527	73479828	-	C10orf105	ENST00000441508.3
chr10	5666643	5666944	+	AL365356.2	ENST00000441526.1
chr10	28623364	28623665	-	MPP7	ENST00000441595.2
chr10	124578081	124578382	+	AL359747.1	ENST00000442370.5
chr10	50329633	50329934	+	FAM170B-AS1	ENST00000442525.5
chr10	126179096	126179397	-	RPS10P18	ENST00000442662.2
chr10	5005390	5005691	+	AKR1C1	ENST00000442997.5
chr10	52384460	52384761	+	SGMS1-AS1	ENST00000443374.6
chr10	54515118	54515419	-	AC074327.1	ENST00000443523.1
chr10	114437527	114437828	-	AL139120.1	ENST00000443652.1
chr10	101989173	101989474	+	AL138921.1	ENST00000444359.1
chr10	81742319	81742620	-	SFTPD	ENST00000444384.3
chr10	12237793	12238094	-	NUDT5	ENST00000444732.1
chr10	6622130	6622431	+	PRKCQ-AS1	ENST00000445427.1
chr10	11936648	11936949	-	PROSER2-AS1	ENST00000445498.5
chr10	127661817	127662118	+	FANK1	ENST00000445510.5
chr10	17685956	17686257	+	STAM	ENST00000445846.1
chr10	102890832	102891133	-	TLX1NB	ENST00000445873.5
chr10	93567145	93567446	-	SRP9P1	ENST00000445874.1
chr10	35163887	35164188	+	SS18L2P1	ENST00000445923.1
chr10	25012118	25012419	-	ARHGAP21	ENST00000446003.5
chr10	127262689	127262990	+	TEX36-AS1	ENST00000446081.5
chr10	75670611	75670912	+	PLAU	ENST00000446342.5
chr10	10836826	10837127	-	SFTA1P	ENST00000446372.2
chr10	32392170	32392471	-	RPS4XP11	ENST00000446897.1
chr10	72977934	72978235	-	UNC5B-AS1	ENST00000447119.2
chr10	106239981	106240282	-	AL161646.1	ENST00000447860.1
chr10	102747139	102747440	-	MRPL43	ENST00000448244.5
chr10	27540671	27540972	-	LRRC37A6P	ENST00000448648.2
chr10	45474186	45474487	-	C10orf10	ENST00000448778.1
chr10	104503476	104503777	+	WBP1L	ENST00000448841.5
chr10	91043305	91043606	+	AL353751.1	ENST00000448897.1
chr10	83992624	83992925	-	NRG3-AS1	ENST00000448936.2
chr10	91589016	91589317	+	LINC00865	ENST00000448963.5
chr10	106425907	106426208	-	SORCS3-AS1	ENST00000449805.2
chr10	45455086	45455387	-	TMEM72-AS1	ENST00000450287.2
chr10	119301779	119302080	-	EMX2OS	ENST00000450314.6
chr10	71029489	71029790	+	HK1	ENST00000450646.5
chr10	70992195	70992496	-	AL596223.1	ENST00000450995.1
chr10	17242515	17242816	-	TRDMT1	ENST00000451253.5
chr10	97849861	97850162	-	ENTPD1-AS1	ENST00000451364.5
chr10	75351045	75351346	-	USP54	ENST00000451492.5
chr10	44227531	44227832	+	UQCRHP3	ENST00000451503.1
chr10	674327	674628	+	AL358216.1	ENST00000451601.1
chr10	14116032	14116333	+	AL157896.1	ENST00000451617.1
chr10	5090753	5091054	+	RP11-499O7.4	ENST00000451627.1
chr10	20017428	20017729	-	AL157895.1	ENST00000451713.5
chr10	96990850	96991151	-	AL157834.2	ENST00000451737.1
chr10	43048191	43048492	-	ZNF37BP	ENST00000452075.7
chr10	104952978	104953279	-	NT5C2	ENST00000452156.5
chr10	115468853	115469154	+	CASP7	ENST00000452490.3
chr10	65662954	65663255	-	RPL7AP50	ENST00000452821.1
chr10	81664403	81664704	+	AL512662.2	ENST00000453174.7
chr10	95868455	95868756	-	PLCE1-AS2	ENST00000453183.5
chr10	97471285	97471586	+	ENTPD1	ENST00000453258.6
chr10	118609161	118609462	-	AC023283.1	ENST00000453491.2
chr10	102759359	102759660	+	LZTS2	ENST00000454422.1
chr10	98066401	98066702	-	AL136181.1	ENST00000454484.2
chr10	121397717	121398018	+	RPS8P4	ENST00000454541.1
chr10	48332146	48332447	-	RP11-463P17.1	ENST00000454672.1
chr10	19337449	19337750	+	MALRD1	ENST00000454679.6
chr10	102133121	102133422	+	OLMALINC	ENST00000454935.1
chr10	99332285	99332586	+	ANKRD2	ENST00000455090.1
chr10	129796139	129796440	+	PTPRE	ENST00000455661.5
chr10	12237878	12238179	+	CDC123	ENST00000455773.7
chr10	71812385	71812686	+	H2AFY2	ENST00000455786.1
chr10	5855299	5855600	-	GDI2	ENST00000456041.5
chr10	29032423	29032724	+	AL355376.1	ENST00000456082.1
chr10	17276781	17277082	-	AL133415.1	ENST00000456355.1
chr10	128110397	128110698	-	LINC00601	ENST00000456514.1
chr10	9011837	9012138	+	AC044784.1	ENST00000456526.1
chr10	105308581	105308882	+	AL121929.1	ENST00000457120.1
chr10	75012298	75012599	+	DNAJC9-AS1	ENST00000457147.1
chr10	35415897	35416198	-	AL392046.1	ENST00000457255.1
chr10	44124014	44124315	+	ZNF32-AS3	ENST00000458063.1
chr10	90750994	90751295	-	ACTA2	ENST00000458159.5
chr10	104866356	104866657	-	NT5C2	ENST00000458345.5
chr10	115933887	115934188	-	MIR2110	ENST00000459421.1
chr10	7829887	7830188	+	ATP5C1	ENST00000460362.5
chr10	49864259	49864560	-	ARHGAP22	ENST00000460425.1
chr10	135207449	135207750	+	MTG1	ENST00000460848.5
chr10	28032423	28032724	-	MKX	ENST00000460919.2
chr10	80026885	80027186	+	LINC00595	ENST00000461034.1
chr10	90639730	90640031	+	STAMBPL1	ENST00000461650.1
chr10	104168996	104169297	-	PSD	ENST00000461698.5
chr10	96698164	96698465	+	CYP2C9	ENST00000461906.1
chr10	103543081	103543382	-	NPM3	ENST00000462391.5
chr10	125853047	125853348	-	CHST15	ENST00000462406.1
chr10	70847611	70847912	+	SRGN	ENST00000462445.1
chr10	4828650	4828951	+	AKR1E2	ENST00000462718.7
chr10	100174864	100175165	-	PYROXD2	ENST00000462874.1
chr10	135160621	135160922	+	PRAP1	ENST00000463201.2
chr10	135090309	135090610	-	ADAM8	ENST00000463298.5
chr10	4868175	4868476	+	AKR1E2	ENST00000463345.5
chr10	96122645	96122946	-	NOC3L	ENST00000463649.5
chr10	81965227	81965528	-	ANXA11	ENST00000463657.1
chr10	95139693	95139994	-	MYOF	ENST00000463743.5
chr10	49860315	49860616	-	ARHGAP22	ENST00000464445.1
chr10	60028687	60028988	+	CISD1	ENST00000464703.5
chr10	88126199	88126500	-	GRID1	ENST00000464741.2
chr10	14613947	14614248	-	FAM107B	ENST00000464952.5
chr10	103911901	103912202	+	NOLC1	ENST00000464969.6
chr10	75503891	75504192	+	SEC24C	ENST00000465076.5
chr10	97803089	97803390	+	CCNJ	ENST00000465148.2
chr10	123734586	123734887	-	NSMCE4A	ENST00000465189.1
chr10	124713646	124713947	+	PSTK	ENST00000465232.5
chr10	135171454	135171755	-	FUOM	ENST00000465384.5
chr10	99123573	99123874	-	RRP12	ENST00000465394.1
chr10	14880020	14880321	-	CDNF	ENST00000465530.1
chr10	99343829	99344130	+	HOGA1	ENST00000465608.1
chr10	88718124	88718425	+	SNCG	ENST00000465679.5
chr10	79794859	79795160	+	RPS24	ENST00000465692.1
chr10	30404372	30404673	-	JCAD	ENST00000465712.1
chr10	112594685	112594986	+	RBM20	ENST00000465774.2
chr10	75568783	75569084	-	NDST2	ENST00000465929.1
chr10	121633082	121633383	-	MCMBP	ENST00000466047.5
chr10	90750934	90751235	+	FAS	ENST00000466081.5
chr10	102289568	102289869	-	NDUFB8	ENST00000466088.5
chr10	86211722	86212023	+	CCSER2	ENST00000466105.5
chr10	120925084	120925385	-	SFXN4	ENST00000466218.5
chr10	126480386	126480687	-	EEF1AKMT2	ENST00000466270.5
chr10	13570923	13571224	-	BEND7	ENST00000466271.1
chr10	12198767	12199068	+	SEC61A2	ENST00000466451.1
chr10	64133861	64134162	+	ZNF365	ENST00000466727.1
chr10	105677837	105678138	-	STN1	ENST00000466828.5
chr10	126848475	126848776	-	CTBP2	ENST00000467395.2
chr10	81838775	81839076	+	TMEM254	ENST00000467529.5
chr10	135139767	135140068	-	CALY	ENST00000467611.1
chr10	98378494	98378795	-	PIK3AP1	ENST00000467625.5
chr10	102890810	102891111	+	TLX1	ENST00000467928.2
chr10	38265469	38265770	-	ZNF25	ENST00000467975.2
chr10	18429425	18429726	+	CACNB2	ENST00000468177.1
chr10	111755875	111756176	+	ADD3	ENST00000468251.5
chr10	79649214	79649515	-	DLG5	ENST00000468332.6
chr10	49459645	49459946	-	FRMPD2	ENST00000468556.1
chr10	14646337	14646638	-	FAM107B	ENST00000468747.5
chr10	112262254	112262555	+	DUSP5	ENST00000468749.1
chr10	98460584	98460885	-	PIK3AP1	ENST00000468783.1
chr10	115478718	115479019	+	CASP7	ENST00000468790.1
chr10	32635998	32636299	-	EPC1	ENST00000469059.1
chr10	1282542	1282843	-	ADARB2	ENST00000469464.1
chr10	120101776	120102077	-	FAM204A	ENST00000469758.5
chr10	103535803	103536104	-	FGF8	ENST00000469792.6
chr10	124768238	124768539	-	IKZF5	ENST00000469821.1
chr10	74870027	74870328	+	NUDT13	ENST00000469925.1
chr10	127483745	127484046	-	UROS	ENST00000470483.1
chr10	49813082	49813383	-	ARHGAP22	ENST00000471013.5
chr10	99205679	99205980	-	EXOSC1	ENST00000471049.5
chr10	129785357	129785658	+	PTPRE	ENST00000471218.5
chr10	112064645	112064946	-	SMNDC1	ENST00000471297.1
chr10	104155199	104155500	+	NFKB2	ENST00000471698.5
chr10	60996036	60996337	+	PHYHIPL	ENST00000472199.1
chr10	111643966	111644267	-	XPNPEP1	ENST00000472336.5
chr10	120863347	120863648	+	FAM45A	ENST00000472379.1
chr10	70166942	70167243	-	RUFY2	ENST00000472394.2
chr10	76859213	76859514	-	DUSP13	ENST00000472493.6
chr10	94451326	94451627	+	HHEX	ENST00000472590.6
chr10	81838151	81838452	+	TMEM254	ENST00000472622.5
chr10	104179424	104179725	-	PSD	ENST00000472685.5
chr10	43699216	43699517	-	RASGEF1A	ENST00000472864.1
chr10	74096572	74096873	-	DNAJB12	ENST00000473051.1
chr10	7745058	7745359	+	ITIH2	ENST00000473227.5
chr10	52645384	52645685	-	A1CF	ENST00000473480.5
chr10	27112168	27112469	-	ABI1	ENST00000473481.1
chr10	102747056	102747357	+	TWNK	ENST00000473656.5
chr10	111836512	111836813	+	ADD3	ENST00000473669.5
chr10	7841764	7842065	+	ATP5C1	ENST00000473809.5
chr10	99185799	99186100	+	PGAM1	ENST00000473929.1
chr10	123753896	123754197	+	TACC2	ENST00000474014.1
chr10	102790811	102791112	-	PDZD7	ENST00000474125.6
chr10	75385635	75385936	-	USP54	ENST00000474929.1
chr10	88729187	88729488	-	MMRN2	ENST00000474994.2
chr10	14504090	14504391	-	FRMD4A	ENST00000475141.2
chr10	134755996	134756297	-	CFAP46	ENST00000475340.1
chr10	22605066	22605367	+	COMMD3-BMI1	ENST00000475460.6
chr10	28884605	28884906	+	WAC	ENST00000476046.1
chr10	115614048	115614349	-	DCLRE1A	ENST00000476112.1
chr10	43866839	43867140	+	FXYD4	ENST00000476166.5
chr10	32734817	32735118	+	CCDC7	ENST00000476558.7
chr10	54074761	54075062	+	DKK1	ENST00000476752.1
chr10	27444144	27444445	-	YME1L1	ENST00000477432.1
chr10	97050718	97051019	-	PDLIM1	ENST00000477757.5
chr10	15001187	15001488	+	MEIG1	ENST00000477770.5
chr10	15902446	15902747	-	MINDY3	ENST00000477891.1
chr10	102821510	102821811	+	KAZALD1	ENST00000477979.5
chr10	35363163	35363464	-	CUL2	ENST00000478044.1
chr10	5638030	5638331	-	AL365356.5	ENST00000478294.1
chr10	81036685	81036986	+	ZMIZ1	ENST00000478357.1
chr10	94333773	94334074	-	IDE	ENST00000478361.6
chr10	51371139	51371440	+	TIMM23B	ENST00000478381.1
chr10	86004558	86004859	+	RGR	ENST00000478727.5
chr10	104414787	104415088	+	TRIM8	ENST00000479004.1
chr10	75012332	75012633	-	MRPS16	ENST00000479005.1
chr10	5446740	5447041	-	TUBAL3	ENST00000479328.1
chr10	135379036	135379337	-	SYCE1	ENST00000479535.2
chr10	13342001	13342302	-	PHYH	ENST00000479604.1
chr10	99052343	99052644	-	ARHGAP19-SLIT1	ENST00000479633.2
chr10	71561436	71561737	+	COL13A1	ENST00000479733.5
chr10	114134742	114135043	+	ACSL5	ENST00000479936.1
chr10	100206568	100206869	-	HPS1	ENST00000480020.5
chr10	113975084	113975385	-	GPAM	ENST00000480130.5
chr10	112679100	112679401	+	SHOC2	ENST00000480155.1
chr10	135122301	135122602	-	TUBGCP2	ENST00000480198.1
chr10	90712453	90712754	-	ACTA2	ENST00000480297.5
chr10	96522187	96522488	+	CYP2C19	ENST00000480405.2
chr10	28270782	28271083	-	ARMC4	ENST00000480504.1
chr10	5136355	5136656	+	AKR1C3	ENST00000480697.6
chr10	79397496	79397797	-	KCNMA1	ENST00000481070.1
chr10	102758193	102758494	+	LZTS2	ENST00000481129.1
chr10	14590588	14590889	-	FAM107B	ENST00000481209.5
chr10	75668684	75668985	+	PLAU	ENST00000481390.5
chr10	73521650	73521951	-	VSIR	ENST00000481568.2
chr10	8095316	8095617	+	GATA3	ENST00000481743.1
chr10	125646631	125646932	-	CPXM2	ENST00000481775.1
chr10	90343036	90343337	-	RNLS	ENST00000481793.1
chr10	81928792	81929093	-	ANXA11	ENST00000481805.1
chr10	88391334	88391635	-	RPL7AP8	ENST00000481963.1
chr10	118350220	118350521	+	PNLIPRP1	ENST00000482159.5
chr10	89420490	89420791	+	PAPSS2	ENST00000482258.1
chr10	102027304	102027605	-	CWF19L1	ENST00000482452.5
chr10	131265275	131265576	+	MGMT	ENST00000482547.1
chr10	103559038	103559339	-	MGEA5	ENST00000482611.5
chr10	25754868	25755169	+	GPR158	ENST00000482641.2
chr10	21134373	21134674	-	NEBL	ENST00000482754.1
chr10	126234343	126234644	+	LHPP	ENST00000482963.1
chr10	133058548	133058849	-	TCERG1L	ENST00000483040.1
chr10	71038033	71038334	+	HK1	ENST00000483054.5
chr10	88718881	88719182	+	SNCG	ENST00000483064.1
chr10	97515665	97515966	+	ENTPD1	ENST00000483213.6
chr10	119799772	119800073	-	RAB11FIP2	ENST00000483413.1
chr10	112631426	112631727	+	PDCD4	ENST00000483670.5
chr10	97416315	97416616	-	ALDH18A1	ENST00000483788.1
chr10	69597766	69598067	-	DNAJC12	ENST00000483798.6
chr10	111986873	111987174	+	MXI1	ENST00000484030.5
chr10	77163383	77163684	+	ZNF503-AS2	ENST00000484411.1
chr10	102268499	102268800	-	SEC31B	ENST00000484848.5
chr10	74927655	74927956	-	ECD	ENST00000484976.6
chr10	79793351	79793652	+	RPS24	ENST00000485708.6
chr10	60936170	60936471	+	PHYHIPL	ENST00000486074.2
chr10	97175401	97175702	-	SORBS1	ENST00000486141.2
chr10	49482666	49482967	-	FRMPD2	ENST00000486151.5
chr10	5488321	5488622	+	NET1	ENST00000486354.1
chr10	126293518	126293819	+	LHPP	ENST00000486535.1
chr10	104192274	104192575	-	CUEDC2	ENST00000486762.6
chr10	72575466	72575767	+	SGPL1	ENST00000486993.1
chr10	75193267	75193568	-	MSS51	ENST00000487126.5
chr10	129845632	129845933	+	PTPRE	ENST00000487428.1
chr10	75910464	75910765	-	AP3M1	ENST00000487653.1
chr10	35483804	35484105	+	CREM	ENST00000487763.5
chr10	13141908	13142209	+	OPTN	ENST00000487935.1
chr10	89623955	89624256	+	PTEN	ENST00000487939.1
chr10	92631479	92631780	+	RPP30	ENST00000487998.5
chr10	3207475	3207776	-	PITRM1	ENST00000488065.1
chr10	111674782	111675083	-	XPNPEP1	ENST00000488118.6
chr10	128358964	128359265	-	C10orf90	ENST00000488181.1
chr10	30663319	30663620	-	MTPAP	ENST00000488290.5
chr10	105824255	105824556	-	COL17A1	ENST00000488320.1
chr10	91403662	91403963	-	PANK1	ENST00000488482.1
chr10	35484542	35484843	+	CREM	ENST00000488741.5
chr10	17243605	17243906	-	TRDMT1	ENST00000488990.5
chr10	124639046	124639347	-	FAM24B	ENST00000489000.1
chr10	14574658	14574959	-	FAM107B	ENST00000489100.5
chr10	114206741	114207042	+	VTI1A	ENST00000489142.5
chr10	91738223	91738524	+	SNRPD2P1	ENST00000489253.1
chr10	38691793	38692094	-	SEPT7P9	ENST00000489259.5
chr10	104597120	104597421	-	CYP17A1	ENST00000489268.1
chr10	91102365	91102666	-	LIPA	ENST00000489359.1
chr10	103436420	103436721	-	FBXW4	ENST00000489578.2
chr10	123779012	123779313	+	TACC2	ENST00000489754.1
chr10	60032895	60033196	+	CISD1	ENST00000489785.5
chr10	121356425	121356726	-	TIAL1	ENST00000489822.5
chr10	49674688	49674989	-	ARHGAP22	ENST00000489984.1
chr10	35535702	35536003	+	CCNY	ENST00000490012.6
chr10	71254453	71254754	+	TSPAN15	ENST00000490083.5
chr10	126103590	126103891	-	OAT	ENST00000490096.5
chr10	92980289	92980590	+	PCGF5	ENST00000490164.1
chr10	1234135	1234436	-	ADARB2	ENST00000490172.1
chr10	118032104	118032405	-	GFRA1	ENST00000490345.1
